z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty,betaMinus,betaMinusUncertainty
81,112,193Tl,0,21.6,m,0.8,ε+β+,100,,-5.24E+3,1.22E+1
81,112,193Tl,0.372,2.11,m,0.15,IT,75,,-5.24E+3,1.22E+1
81,112,193Tl,0.372,2.11,m,0.15,EC+B+,25,,-5.24E+3,1.22E+1
81,110,191Tl,0,,,,ε+β+,,,-5.99E+3,9.88
81,110,191Tl,0.299,5.3,m,0.14,EC+B+,100,,-5.99E+3,9.88
81,108,189Tl,0,2.3,m,0.2,ε+β+,100,,-6.77E+3,1.63E+1
81,108,189Tl,0.281,1.4,m,0.1,IT,4,,-6.77E+3,1.63E+1
81,108,189Tl,0.281,1.4,m,0.1,EC+B+,96,,-6.77E+3,1.63E+1
81,109,190Tl,0,2.8,m,0.2,ε+β+,100,,-3.94E+3,1.44E+1
81,109,190Tl,0.083,3.5,m,0.1,EC+B+,100,,-3.94E+3,1.44E+1
81,106,187Tl,0,&asymp;51,s,,ε+β+,100,,-7.45E+3,9.52
81,106,187Tl,0.334,15.6,s,0.12,a,0.15,0.05,-7.45E+3,9.52
81,106,187Tl,0.334,15.6,s,0.12,EC+B+,,,-7.45E+3,9.52
81,106,187Tl,0.334,15.6,s,0.12,IT,,,-7.45E+3,9.52
81,107,188Tl,0,71,s,2,ε+β+,100,,-4.52E+3,3.15E+1
81,107,188Tl,0.035,71.5,s,1.5,EC+B+,100,,-4.52E+3,3.15E+1
81,104,185Tl,0,19.5,s,0.5,ε+β+,100,,-8.21E+3,2.62E+1
81,104,185Tl,0.45480000000000004,1.8,s,0.1,IT,100,,-8.21E+3,2.62E+1
81,105,186Tl,0,3.4,s,+0.5-0.4,ɑ,,,-5.20E+3,2.34E+1
81,105,186Tl,0,3.4,s,+0.5-0.4,ε+β+,,,-5.20E+3,2.34E+1
81,105,186Tl,0.077,27.6,s,0.8,a,0.006,,-5.20E+3,2.34E+1
81,105,186Tl,0.077,27.6,s,0.8,EC+B+,99.994,,-5.20E+3,2.34E+1
81,105,186Tl,0.405,3.4,s,0.09,IT,94.1,,-5.20E+3,2.34E+1
81,105,186Tl,0.405,3.4,s,0.09,EC+B+,5.9,,-5.20E+3,2.34E+1
81,102,183Tl,0,6.9,s,0.7,ε+β+,,,-9.00E+3,3.04E+1
81,102,183Tl,0,6.9,s,0.7,ɑ,,,-9.00E+3,3.04E+1
81,103,184Tl,0,9.5,s,0.2,ɑ,1.22,0.3,-5.83E+3,1.62E+1
81,103,184Tl,0,9.5,s,0.2,ε+β+,98.78,0.3,-5.83E+3,1.62E+1
81,103,184Tl,0+X,10.1,s,0.5,a,0.47,0.06,-5.83E+3,1.62E+1
81,103,184Tl,0+X,10.1,s,0.5,EC+B+,99.53,0.06,-5.83E+3,1.62E+1
81,103,184Tl,0+X,47.1,ms,0.7,IT,99.911,0.019,-5.83E+3,1.62E+1
81,103,184Tl,0+X,47.1,ms,0.7,a,0.089,0.019,-5.83E+3,1.62E+1
81,123,204Tl,0,3.7833,y,0.0074,β⁻,97.08,0.07,7.63E+2,1.76E-1
81,123,204Tl,0,3.7833,y,0.0074,ε+β+,2.92,0.07,7.63E+2,1.76E-1
81,120,201Tl,0,3.0421,d,0.0015,ε,100,,-1.90E+3,1.85E+1
81,121,202Tl,0,12.4706,d,0.0055,ε,100,,-3.98E+1,4.18
81,119,200Tl,0,26.1,h,0.1,ε+β+,100,,-7.96E+2,1.15E+1
81,117,198Tl,0,5.3,h,0.5,ε+β+,100,,-1.46E+3,1.15E+1
81,117,198Tl,0.5436000000000001,1.87,h,0.03,IT,44.1,2.3,-1.46E+3,1.15E+1
81,117,198Tl,0.5436000000000001,1.87,h,0.03,EC+B+,55.9,2.3,-1.46E+3,1.15E+1
81,118,199Tl,0,7.42,h,0.08,ε+β+,100,,-2.82E+3,2.87E+1
81,115,196Tl,0,1.84,h,0.03,ε+β+,100,,-2.14E+3,1.43E+1
81,115,196Tl,0.3942,1.41,h,0.02,IT,3.8,0.4,-2.14E+3,1.43E+1
81,115,196Tl,0.3942,1.41,h,0.02,EC+B+,96.2,0.4,-2.14E+3,1.43E+1
81,116,197Tl,0,2.83,h,0.04,ε+β+,100,,-3.60E+3,1.43E+1
81,116,197Tl,0.6082200000000001,0.54,s,0.01,IT,100,,-3.60E+3,1.43E+1
81,113,194Tl,0,33.3,m,0.4,ε+β+,100,,-2.72E+3,2.23E+1
81,113,194Tl,0.26,32.8,m,0.2,EC+B+,100,,-2.72E+3,2.23E+1
81,114,195Tl,0,1.15,h,0.04,ε+β+,100,,-4.41E+3,1.22E+1
81,114,195Tl,0.48263,3.6,s,0.4,IT,100,,-4.41E+3,1.22E+1
81,100,181Tl,0,2.9,s,0.1,ɑ,8.6,0.6,-9.68E+3,8.55E+1
81,100,181Tl,0,2.9,s,0.1,ε+β+,91.4,0.6,-9.68E+3,8.55E+1
81,101,182Tl,0,1.9,s,0.1,ɑ,0.5,,-6.50E+3,1.70E+1
81,101,182Tl,0,1.9,s,0.1,ε+β+,99.5,,-6.50E+3,1.70E+1
81,101,182Tl,0+X,3.1,s,1.0,a,2.5,2.5,-6.50E+3,1.70E+1
81,101,182Tl,0+X,3.1,s,1.0,EC+B+,97.5,2.5,-6.50E+3,1.70E+1
81,133,214Tl,0,11,s,2.4,β⁻,100,,6.64E+3,1.96E+2
81,133,214Tl,0,11,s,2.4,β⁻n,34,12,6.64E+3,1.96E+2
81,134,215Tl,0,9.7,s,3.8,β⁻,100,,5.68E+3,3.05E+2
81,134,215Tl,0,9.7,s,3.8,β⁻n,4.6,4.6,5.68E+3,3.05E+2
81,131,212Tl,0,30.9,s,8.0,β⁻,100,,5.99E+3,2.00E+2
81,131,212Tl,0,30.9,s,8.0,β⁻n,1.8,1.8,5.99E+3,2.00E+2
81,132,213Tl,0,23.8,s,4.4,β⁻,100,,4.98E+3,2.78E+1
81,132,213Tl,0,23.8,s,4.4,β⁻n,7.6,3.4,4.98E+3,2.78E+1
81,130,211Tl,0,79.6,s,+15.4-15.2,β⁻,100,,4.41E+3,4.19E+1
81,130,211Tl,0,79.6,s,+15.4-15.2,β⁻n,2.2,2.2,4.41E+3,4.19E+1
81,128,209Tl,0,2.162,m,0.007,β⁻,100,,3.96E+3,6.21
81,129,210Tl,0,1.3,m,0.03,β⁻,100,,5.48E+3,1.15E+1
81,129,210Tl,0,1.3,m,0.03,β⁻n,0.007,,5.48E+3,1.15E+1
81,126,207Tl,0,4.77,m,0.01,β⁻,100,,1.41E+3,5.40
81,126,207Tl,1.3481800000000002,1.33,s,0.11,IT,100,,1.41E+3,5.40
81,127,208Tl,0,3.053,m,0.003,β⁻,100,,4.99E+3,1.66
81,125,206Tl,0,4.202,m,0.013,β⁻,100,,1.53E+3,6.11E-1
81,125,206Tl,2.6431,3.74,m,0.03,IT,100,,1.53E+3,6.11E-1
81,135,216Tl,0,5.9,s,3.3,β⁻,100,,7.36E+3,3.61E+2
81,135,216Tl,0,5.9,s,3.3,β⁻n,11.5,,7.36E+3,3.61E+2
81,136,217Tl,0,,,,β⁻,100,,6.39E+3,5.00E+2
81,136,217Tl,0,,,,β⁻n,,,6.39E+3,5.00E+2
81,95,176Tl,0,5.2,ms,+3.0-1.4,p,100,,,
81,96,177Tl,0,18,ms,5,p,27,13,,
81,96,177Tl,0,18,ms,5,ɑ,100,,,
81,97,178Tl,0,254,ms,+10-8,ε+β+,38,2,-8.18E+3,1.03E+2
81,97,178Tl,0,254,ms,+10-8,ɑ,62,2,-8.18E+3,1.03E+2
81,97,178Tl,0,254,ms,+10-8,ECf,0.15,0.06,-8.18E+3,1.03E+2
81,98,179Tl,0,426,ms,9,ɑ,60,2,-1.03E+4,8.99E+1
81,98,179Tl,0,426,ms,9,ε+β+,40,2,-1.03E+4,8.99E+1
81,99,180Tl,0,1.09,s,0.01,ε+β+,94,4,-7.44E+3,7.10E+1
81,99,180Tl,0,1.09,s,0.01,ɑ,6,4,-7.44E+3,7.10E+1
81,99,180Tl,0,1.09,s,0.01,ECf,0.0032,0.0002,-7.44E+3,7.10E+1
82,96,178Pb,0,0.2,ms,+0.12-0.08,ɑ,100,,,
82,97,179Pb,0,2.7,ms,0.2,ɑ,100,,,
82,98,180Pb,0,4.1,ms,0.3,ɑ,100,,,
82,99,181Pb,0,36,ms,2,ɑ,100,,,
82,116,198Pb,0,2.4,h,0.1,ε+β+,100,,-6.69E+3,2.89E+1
82,117,199Pb,0,90,m,10,ε+β+,100,,-4.43E+3,1.26E+1
82,117,199Pb,0.429,12.2,m,0.3,IT,93,,-4.43E+3,1.26E+1
82,117,199Pb,0.429,12.2,m,0.3,EC+B+,7,,-4.43E+3,1.26E+1
82,118,200Pb,0,21.5,h,0.4,ε,100,,-5.88E+3,2.48E+1
82,119,201Pb,0,9.33,h,0.03,ε+β+,100,,-3.84E+3,1.83E+1
82,119,201Pb,0.6291,60.8,s,1.8,IT,100,,-3.84E+3,1.83E+1
82,112,194Pb,0,10.7,m,0.7,ɑ,0.0000073,0.0000029,-8.18E+3,1.82E+1
82,112,194Pb,0,10.7,m,0.7,ε+β+,100,,-8.18E+3,1.82E+1
82,113,195Pb,0,&asymp;15,m,,ε+β+,100,,-5.71E+3,7.33
82,113,195Pb,0.2029,16.3,m,0.3,EC+B+,100,,-5.71E+3,7.33
82,114,196Pb,0,37,m,3,ɑ,0.00003,,-7.33E+3,2.56E+1
82,114,196Pb,0,37,m,3,ε+β+,100,,-7.33E+3,2.56E+1
82,115,197Pb,0,8.1,m,1.9,ε+β+,100,,-5.05E+3,9.61
82,115,197Pb,0.31931,43.3,m,0.9,IT,19,2,-5.05E+3,9.61
82,115,197Pb,0.31931,43.3,m,0.9,EC+B+,81,2,-5.05E+3,9.61
82,120,202Pb,0,5.25e+04,y,2.80e+03,ε,100,,-5.18E+3,1.45E+1
82,120,202Pb,2.16985,3.54,h,0.02,IT,90.5,0.5,-5.18E+3,1.45E+1
82,120,202Pb,2.16985,3.54,h,0.02,EC+B+,9.5,0.5,-5.18E+3,1.45E+1
82,121,203Pb,0,51.93,h,0.02,ε,100,,-3.26E+3,1.43E+1
82,121,203Pb,0.8252,6.21,s,0.11,IT,100,,-3.26E+3,1.43E+1
82,121,203Pb,2.9491199999999997,480,ms,7,IT,100,,-3.26E+3,1.43E+1
82,122,204Pb,2.18588,66.9,m,0.1,IT,100,,-4.46E+3,9.24
82,105,187Pb,0,15.2,s,0.3,ɑ,9.5,2,-8.60E+3,1.12E+1
82,105,187Pb,0,15.2,s,0.3,ε+β+,90.5,2,-8.60E+3,1.12E+1
82,105,187Pb,0.033,18,s,0.2,a,12,2,-8.60E+3,1.12E+1
82,105,187Pb,0.033,18,s,0.2,EC+B+,88,2,-8.60E+3,1.12E+1
82,106,188Pb,0,25.5,s,0.1,ɑ,8.5,0.5,-1.06E+4,1.50E+1
82,106,188Pb,0,25.5,s,0.1,ε+β+,91.5,0.5,-1.06E+4,1.50E+1
82,107,189Pb,0,39,s,8,ɑ,0.4,,-7.77E+3,2.51E+1
82,107,189Pb,0,39,s,8,ε+β+,100,,-7.77E+3,2.51E+1
82,107,189Pb,0.04,51,s,2,a,0.4,,-7.77E+3,2.51E+1
82,107,189Pb,0.04,51,s,2,EC+B+,99.6,,-7.77E+3,2.51E+1
82,108,190Pb,0,71,s,1,ɑ,0.4,0.04,-9.82E+3,2.44E+1
82,108,190Pb,0,71,s,1,ε+β+,99.6,0.04,-9.82E+3,2.44E+1
82,101,183Pb,0,535,ms,30,ɑ,100,,,
82,101,183Pb,0.093,415,ms,20,a,100,,,
82,101,183Pb,0.093,415,ms,20,IT,,,,
82,102,184Pb,0,490,ms,25,ɑ,80,15,-1.23E+4,1.23E+2
82,102,184Pb,0,490,ms,25,ε+β+,20,15,-1.23E+4,1.23E+2
82,103,185Pb,0,6.3,s,0.4,ɑ,34,25,-9.30E+3,8.30E+1
82,103,185Pb,0,6.3,s,0.4,ε+β+,66,25,-9.30E+3,8.30E+1
82,103,185Pb,0+X,4.3,s,0.2,a,50,25,-9.30E+3,8.30E+1
82,103,185Pb,0+X,4.3,s,0.2,EC+B+,50,25,-9.30E+3,8.30E+1
82,104,186Pb,0,4.82,s,0.03,ɑ,40,8,-1.15E+4,2.02E+1
82,104,186Pb,0,4.82,s,0.03,ε+β+,60,8,-1.15E+4,2.02E+1
82,109,191Pb,0,1.33,m,0.08,ɑ,0.051,0.005,-7.05E+3,9.98
82,109,191Pb,0,1.33,m,0.08,ε+β+,99.949,0.005,-7.05E+3,9.98
82,109,191Pb,0.055,2.18,m,0.08,EC+B+,100,,-7.05E+3,9.98
82,110,192Pb,0,3.5,m,0.1,ɑ,0.0059,0.0007,-9.01E+3,3.06E+1
82,110,192Pb,0,3.5,m,0.1,ε+β+,99.9941,0.0007,-9.01E+3,3.06E+1
82,111,193Pb,0,,,,ε+β+,,,-6.34E+3,1.27E+1
82,111,193Pb,0.095,5.8,m,0.2,EC+B+,100,,-6.34E+3,1.27E+1
82,100,182Pb,0,55,ms,5,ɑ,100,,,
82,138,220Pb,0,,,,β⁻,100,,3.17E+3,5.00E+2
82,134,216Pb,0,99.4,s,11.7,β⁻,100,,1.63E+3,2.01E+2
82,135,217Pb,0,19.9,s,5.3,β⁻,100,,3.53E+3,3.00E+2
82,136,218Pb,0,15,s,7,β⁻,100,,2.41E+3,3.01E+2
82,137,219Pb,0,,,,β⁻,100,,4.30E+3,4.47E+2
82,127,209Pb,0,3.235,h,0.005,β⁻,100,,6.44E+2,1.14
82,128,210Pb,0,22.2,y,0.17,β⁻,100,,6.34E+1,4.99E-1
82,128,210Pb,0,22.2,y,0.17,ɑ,0.0000019,4e-7,6.34E+1,4.99E-1
82,129,211Pb,0,36.165,m,+0.001-0.001,β⁻,100,,1.36E+3,5.47
82,123,205Pb,0,1.70e+07,y,9.00e+05,ε,100,,-2.70E+3,4.81
82,125,207Pb,1.633356,0.806,s,0.005,IT,100,,-2.39E+3,2.11
82,130,212Pb,0,10.628,h,0.006,β⁻,100,,5.69E+2,1.82
82,131,213Pb,0,10.2,m,0.3,β⁻,100,,2.02E+3,8.37
82,132,214Pb,0,27.06,m,0.07,β⁻,100,,1.01E+3,1.12E+1
82,133,215Pb,0,142,s,12,β⁻,100,,2.71E+3,5.29E+1
83,120,203Bi,0,11.76,h,0.05,ε+β+,100,,-4.21E+3,1.35E+1
83,120,203Bi,1.0982100000000001,305,ms,5,IT,100,,-4.21E+3,1.35E+1
83,121,204Bi,0,11.28,h,0.09,ε+β+,100,,-2.30E+3,1.36E+1
83,113,196Bi,0,5.13,m,0.2,ɑ,0.00115,0.00034,-4.54E+3,2.50E+1
83,113,196Bi,0,5.13,m,0.2,ε+β+,99.99885,0.00034,-4.54E+3,2.50E+1
83,113,196Bi,0.169,0.6,s,0.5,IT,,,-4.54E+3,2.50E+1
83,113,196Bi,0.169,0.6,s,0.5,EC+B+,,,-4.54E+3,2.50E+1
83,113,196Bi,0.271,4,m,0.05,EC+B+,74.2,2.5,-4.54E+3,2.50E+1
83,113,196Bi,0.271,4,m,0.05,IT,25.8,2.5,-4.54E+3,2.50E+1
83,113,196Bi,0.271,4,m,0.05,a,0.00034,0.00007,-4.54E+3,2.50E+1
83,114,197Bi,0,9.33,m,0.5,ε+β+,100,,-6.29E+3,1.29E+1
83,114,197Bi,0,9.33,m,0.5,ɑ,,,-6.29E+3,1.29E+1
83,114,197Bi,0.53,5.04,m,0.53,EC+B+,45,40,-6.29E+3,1.29E+1
83,114,197Bi,0.53,5.04,m,0.53,a,55,40,-6.29E+3,1.29E+1
83,114,197Bi,0.53,5.04,m,0.53,IT,,,-6.29E+3,1.29E+1
83,111,194Bi,0,100,s,3,ɑ,0.46,0.25,-5.01E+3,1.39E+1
83,111,194Bi,0,100,s,3,ε+β+,99.54,0.25,-5.01E+3,1.39E+1
83,111,194Bi,0.145,125,s,2,EC+B+,100,,-5.01E+3,1.39E+1
83,111,194Bi,0.161,116,s,3,a,0.2,0.07,-5.01E+3,1.39E+1
83,111,194Bi,0.161,116,s,3,EC+B+,99.8,0.07,-5.01E+3,1.39E+1
83,112,195Bi,0,183,s,4,ɑ,0.03,0.02,-6.90E+3,8.02
83,112,195Bi,0,183,s,4,ε+β+,99.97,0.02,-6.90E+3,8.02
83,112,195Bi,0.401,87,s,1,a,33,17,-6.90E+3,8.02
83,112,195Bi,0.401,87,s,1,EC+B+,67,17,-6.90E+3,8.02
83,117,200Bi,0,36.4,m,0.5,ε+β+,100,,-3.42E+3,2.39E+1
83,117,200Bi,0.1,31,m,2,EC+B+,100,,-3.42E+3,2.39E+1
83,117,200Bi,0.1,31,m,2,IT,,,-3.42E+3,2.39E+1
83,117,200Bi,0.4282,0.4,s,0.05,IT,100,,-3.42E+3,2.39E+1
83,118,201Bi,0,111,m,4,ε+β+,100,,-4.90E+3,1.31E+1
83,118,201Bi,0.84635,58.5,m,1.4,EC+B+,91.4,,-4.90E+3,1.31E+1
83,118,201Bi,0.84635,58.5,m,1.4,IT,8.6,,-4.90E+3,1.31E+1
83,118,201Bi,0.84635,58.5,m,1.4,a,,,-4.90E+3,1.31E+1
83,115,198Bi,0,10.3,m,0.3,ε+β+,100,,-3.90E+3,3.26E+1
83,115,198Bi,0.28,11.6,m,0.3,EC+B+,100,,-3.90E+3,3.26E+1
83,115,198Bi,0.53,7.7,s,0.5,IT,100,,-3.90E+3,3.26E+1
83,116,199Bi,0,27,m,1,ε+β+,100,,-5.55E+3,1.19E+1
83,116,199Bi,0.667,24.7,m,0.15,EC+B+,98,,-5.55E+3,1.19E+1
83,116,199Bi,0.667,24.7,m,0.15,IT,2,,-5.55E+3,1.19E+1
83,116,199Bi,0.667,24.7,m,0.15,a,0.01,,-5.55E+3,1.19E+1
83,119,202Bi,0,1.71,h,0.04,ε+β+,100,,-2.80E+3,1.64E+1
83,110,193Bi,0,63,s,2.4,ɑ,3.5,1.5,-7.55E+3,1.63E+1
83,110,193Bi,0,63,s,2.4,ε+β+,96.5,1.5,-7.55E+3,1.63E+1
83,110,193Bi,0.305,3.2,s,0.2,a,90,,-7.55E+3,1.63E+1
83,110,193Bi,0.305,3.2,s,0.2,EC+B+,10,,-7.55E+3,1.63E+1
83,102,185Bi,0,2.8,us,+2.3-1.0,p,92,2,,
83,102,185Bi,0,2.8,us,+2.3-1.0,ɑ,8,2,,
83,103,186Bi,0,14.8,ms,0.8,ɑ,100,,-7.24E+3,2.49E+1
83,103,186Bi,0,14.8,ms,0.8,ECf,0.02,,-7.24E+3,2.49E+1
83,103,186Bi,0,14.8,ms,0.8,ε+β+,,,-7.24E+3,2.49E+1
83,101,184Bi,0+X,13,ms,2,ɑ,100,,,
83,106,189Bi,0,685,ms,7,ɑ,100,,-8.64E+3,3.03E+1
83,107,190Bi,0,6.3,s,0.1,ε+β+,10,,-6.03E+3,2.47E+1
83,107,190Bi,0,6.3,s,0.1,ɑ,90,,-6.03E+3,2.47E+1
83,107,190Bi,0,6.3,s,0.1,ECf,0.000023,,-6.03E+3,2.47E+1
83,107,190Bi,0.191,6.2,s,0.1,EC+B+,30,9,-6.03E+3,2.47E+1
83,107,190Bi,0.191,6.2,s,0.1,a,70,9,-6.03E+3,2.47E+1
83,107,190Bi,0.191,6.2,s,0.1,ECf,0.000013,,-6.03E+3,2.47E+1
83,104,187Bi,0,37,ms,2,ɑ,100,,-9.20E+3,3.41E+1
83,105,188Bi,0,60,ms,3,ECf,0.14,0.07,-6.65E+3,2.28E+1
83,105,188Bi,0,60,ms,3,ɑ,100,,-6.65E+3,2.28E+1
83,105,188Bi,0+X,265,ms,15,ECf,0.46,0.09,-6.65E+3,2.28E+1
83,105,188Bi,0+X,265,ms,15,a,100,,-6.65E+3,2.28E+1
83,108,191Bi,0,12.4,s,0.3,ɑ,51,10,-8.17E+3,1.03E+1
83,108,191Bi,0,12.4,s,0.3,ε+β+,49,10,-8.17E+3,1.03E+1
83,108,191Bi,0.24,126,ms,7,IT,32,5,-8.17E+3,1.03E+1
83,108,191Bi,0.24,126,ms,7,a,68,5,-8.17E+3,1.03E+1
83,108,191Bi,0.24,126,ms,7,EC+B+,,,-8.17E+3,1.03E+1
83,109,192Bi,0,34.6,s,0.9,ɑ,12,5,-5.46E+3,3.19E+1
83,109,192Bi,0,34.6,s,0.9,ε+β+,88,5,-5.46E+3,3.19E+1
83,109,192Bi,0.147,39.8,s,0.4,a,10,3,-5.46E+3,3.19E+1
83,109,192Bi,0.147,39.8,s,0.4,EC+B+,90,3,-5.46E+3,3.19E+1
83,140,223Bi,0,,,,β⁻,100,,5.16E+3,4.45E+2
83,140,223Bi,0,,,,β⁻n,,,5.16E+3,4.45E+2
83,141,224Bi,0,,,,β⁻,100,,7.15E+3,4.45E+2
83,141,224Bi,0,,,,β⁻n,,,7.15E+3,4.45E+2
83,135,218Bi,0,33,s,1,β⁻,100,,4.85E+3,2.70E+1
83,136,219Bi,0,8.7,s,2.9,β⁻,100,,3.63E+3,2.01E+2
83,133,216Bi,0,2.25,m,0.05,β⁻,100,,4.09E+3,1.13E+1
83,133,216Bi,0.024,6.6,m,2.1,B-,100,,4.09E+3,1.13E+1
83,134,217Bi,0,98.5,s,1.3,β⁻,100,,2.84E+3,1.88E+1
83,139,222Bi,0,,,,β⁻,100,,6.46E+3,3.03E+2
83,139,222Bi,0,,,,β⁻n,,,6.46E+3,3.03E+2
83,137,220Bi,0,9.5,s,5.7,β⁻,100,,5.69E+3,3.00E+2
83,138,221Bi,0,,,,β⁻,100,,4.42E+3,3.01E+2
83,138,221Bi,0,,,,β⁻n,,,4.42E+3,3.01E+2
83,131,214Bi,0,19.71,m,0.02,β⁻,99.979,0.0013,3.26E+3,1.11E+1
83,131,214Bi,0,19.71,m,0.02,ɑ,0.021,0.0013,3.26E+3,1.11E+1
83,131,214Bi,0.1,9.39,m,0.1,B-,100,,3.26E+3,1.11E+1
83,131,214Bi,0.1,9.39,m,0.1,IT,,,3.26E+3,1.11E+1
83,132,215Bi,0,7.6,m,0.2,β⁻,100,,2.17E+3,5.52
83,132,215Bi,1.3900000000000001,36.9,s,0.4,B-,23.1,0.5,2.17E+3,5.52
83,132,215Bi,1.3900000000000001,36.9,s,0.4,IT,76.9,0.5,2.17E+3,5.52
83,130,213Bi,0,45.607,m,0.038,β⁻,97.872,0.022,1.42E+3,5.48
83,130,213Bi,0,45.607,m,0.038,ɑ,2.128,0.022,1.42E+3,5.48
83,124,207Bi,0,31.22,y,0.17,ε+β+,100,,-2.90E+3,6.61
83,125,208Bi,0,3.68e+05,y,4.00e+03,ε+β+,100,,-1.40E+3,2.37
83,122,205Bi,0,14.91,d,0.07,ε+β+,100,,-3.54E+3,1.11E+1
83,123,206Bi,0,6.243,d,0.003,ε+β+,100,,-1.83E+3,8.60
83,128,211Bi,0,2.14,m,0.03,β⁻,0.276,0.004,5.73E+2,5.42
83,128,211Bi,0,2.14,m,0.03,ɑ,99.724,0.004,5.73E+2,5.42
83,129,212Bi,0,60.551,m,0.059,β⁻,64.06,0.06,2.25E+3,1.66
83,129,212Bi,0,60.551,m,0.059,ɑ,35.92,0.06,2.25E+3,1.66
83,129,212Bi,0.23900000000000002,25.1,m,0.4,a,67,1,2.25E+3,1.66
83,129,212Bi,0.23900000000000002,25.1,m,0.4,B-,33,1,2.25E+3,1.66
83,129,212Bi,0.23900000000000002,25.1,m,0.4,B-a,30,1,2.25E+3,1.66
83,129,212Bi,1.478,7.2,m,0.4,B-,25,,2.25E+3,1.66
83,129,212Bi,1.478,7.2,m,0.4,IT,75,,2.25E+3,1.66
83,126,209Bi,0,2.01e+19,y,8.00e+17,ɑ,100,,-1.89E+3,1.56
83,127,210Bi,0,5.012,d,0.005,β⁻,99.999868,0.00001,1.16E+3,7.66E-1
83,127,210Bi,0,5.012,d,0.005,ɑ,0.000132,0.00001,1.16E+3,7.66E-1
83,127,210Bi,0.27131,3.14e+06,y,1.46e+05,a,100,,1.16E+3,7.66E-1
84,121,205Po,0,1.79,h,0.11,ɑ,0.04,0.01,-4.53E+3,1.56E+1
84,121,205Po,0,1.79,h,0.11,ε+β+,99.96,0.01,-4.53E+3,1.56E+1
84,122,206Po,0,8.8,d,0.1,ɑ,5.45,0.05,-5.74E+3,1.41E+1
84,122,206Po,0,8.8,d,0.1,ε+β+,94.55,0.05,-5.74E+3,1.41E+1
84,123,207Po,0,5.8,h,0.02,ɑ,0.021,0.002,-3.91E+3,1.40E+1
84,123,207Po,0,5.8,h,0.02,ε+β+,99.979,0.002,-3.91E+3,1.40E+1
84,123,207Po,1.3831600000000002,2.79,s,0.08,IT,100,,-3.91E+3,1.40E+1
84,124,208Po,0,2.898,y,0.002,ɑ,99.996,0.0004,-4.99E+3,9.07
84,124,208Po,0,2.898,y,0.002,ε+β+,0.004,0.0004,-4.99E+3,9.07
84,125,209Po,0,124,y,2.9,ɑ,99.545,0.007,-3.48E+3,4.95
84,125,209Po,0,124,y,2.9,ε+β+,0.455,0.007,-3.48E+3,4.95
84,126,210Po,0,138.378,d,0.004,ɑ,100,,-3.98E+3,7.61
84,127,211Po,0,0.516,s,0.003,ɑ,100,,-7.85E+2,2.53
84,127,211Po,1.462,25.3,s,0.4,IT,0.016,0.004,-7.85E+2,2.53
84,127,211Po,1.462,25.3,s,0.4,a,99.984,0.004,-7.85E+2,2.53
84,128,212Po,0,295,ns,0.4,ɑ,100,,-1.74E+3,2.10
84,128,212Po,2.93,45.1,s,0.6,IT,0.07,0.02,-1.74E+3,2.10
84,128,212Po,2.93,45.1,s,0.6,a,99.93,0.02,-1.74E+3,2.10
84,129,213Po,0,3.706,us,0.001,ɑ,100,,-7.39E+1,5.46
84,130,214Po,0,163.48,us,0.04,ɑ,100,,-1.09E+3,3.77
84,131,215Po,0,1.781,ms,0.003,β⁻,0.00023,0.00002,7.14E+2,6.64
84,131,215Po,0,1.781,ms,0.003,ɑ,99.99977,0.00002,7.14E+2,6.64
84,132,216Po,0,144,ms,0.6,ɑ,100,,-4.74E+2,3.57
84,133,217Po,0,1.53,s,0.05,β⁻,2.5,2.5,1.48E+3,7.97
84,133,217Po,0,1.53,s,0.05,ɑ,97.5,2.5,1.48E+3,7.97
84,134,218Po,0,3.097,m,0.01,β⁻,0.022,0.003,2.56E+2,1.15E+1
84,134,218Po,0,3.097,m,0.01,ɑ,99.978,0.003,2.56E+2,1.15E+1
84,135,219Po,0,10.33,m,0.98,β⁻,71.8,2,2.28E+3,1.61E+1
84,135,219Po,0,10.33,m,0.98,ɑ,28.2,2,2.28E+3,1.61E+1
84,136,220Po,0,,,,β⁻,100,,8.87E+2,2.25E+1
84,137,221Po,0,1.87,m,+0.97-0.47,β⁻,100,,2.99E+3,2.40E+1
84,138,222Po,0,2.42,m,+11.57-1.1,β⁻,100,,1.53E+3,4.30E+1
84,139,223Po,0,,,,β⁻,100,,3.65E+3,1.96E+2
84,140,224Po,0,,,,β⁻,100,,2.19E+3,1.97E+2
84,141,225Po,0,,,,β⁻,100,,4.28E+3,4.24E+2
84,142,226Po,0,,,,β⁻,100,,2.88E+3,5.00E+2
84,143,227Po,0,,,,β⁻,100,,4.85E+3,5.00E+2
84,102,186Po,0,28,us,+16-6,ɑ,100,,,
84,103,187Po,0,1.4,ms,0.25,ɑ,100,,,
84,104,188Po,0,270,us,30,ɑ,100,,,
84,105,189Po,0,3.5,ms,0.5,ɑ,100,,,
84,106,190Po,0,2.45,ms,0.05,ɑ,100,,,
84,107,191Po,0,22,ms,1,ɑ,100,,-8.93E+3,1.75E+1
84,107,191Po,0,22,ms,1,ε+β+,,,-8.93E+3,1.75E+1
84,108,192Po,0,32.2,ms,0.3,ɑ,100,,-1.09E+4,2.98E+1
